zone_id,district,zone_type,latitude,longitude,population_density,daytime_population,avg_income,bike_infra_km,micro_mobility_lanes_km,transit_stops,competitor_density,tourist_index,weather_penalty,event_count,existing_parking_spots,safety_incidents,current_station_count,future_growth_index,micromobility_friendly_score,suitability_score,avg_daily_trips
MSK_0024,НАО,жилой массив,55.56657148440258,37.522919098121676,4000.0,2000.0,550.0,0.0,6.3605789347092605,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.29352041441184146,0.11740816576473659,92.87428641412625
MSK_0025,ТАО,жилой массив,55.28918394458681,37.023867179016854,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0026,ЗАО,деловой кластер,55.73006720218127,37.45690072625669,9044.973102053395,4190.871369294606,619.833729216152,0.0,9.958991573633947,18,0.1,0.05,0.22,10.615384615384617,20,1.1473724812327875,0,0.20172025929642126,0.45957567130651295,0.2932547893645603,142.11134102207689
MSK_0027,САО,транспортный хаб,55.86389090644309,37.52533554256661,7496.303272360938,3026.9709543568465,577.4346793349168,0.0,9.648397146151426,17,0.1,0.05,0.22,9.897435897435898,6,5.172566159627955,0,0.20119218637755254,0.4452427299179245,0.2601283418686311,132.83593572321672
MSK_0028,ЮЗАО,жилой массив,55.62759981886786,37.56366890235342,4000.0,2000.0,550.0,0.0,14.96509682715232,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.6905914489087094,0.27623657956348374,137.34624227777545
MSK_0029,ЮАО,деловой кластер,55.599175347950705,37.57870861934604,7222.493547381513,2479.253112033195,564.9643705463183,0.6324593915397487,16.271188782731787,0,0.1,0.05,0.22,9.179487179487179,2,1.0,0,0.20109882141498123,0.8454175511841503,0.38284381488213576,167.196268166998
MSK_0030,ЮАО,деловой кластер,55.70526441783488,37.60271991164742,6822.931372666424,6724.066390041494,624.8218527315914,0.0,13.157520963996678,2,0.1,0.07045454545454546,0.22,4.871794871794872,19,5.256886581136026,0,0.2180080313201478,0.6071775927361127,0.29490411384682613,142.57315187711131
MSK_0031,СВАО,деловой кластер,55.85365685251829,37.70600639726238,4221.729728393804,2410.7883817427387,564.9643705463183,0.0,1.4648113600458452,0,0.1,0.05,0.22,2.717948717948718,2,1.0,0,0.20007560647378025,0.06759636848300234,0.031705157548507085,68.87744411358199
MSK_0032,ТАО,жилой массив,55.45794271217348,36.849796376731064,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0033,ТАО,жилой массив,55.44203257877906,37.19386639023187,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0034,ТАО,транспортный хаб,55.314096826775895,37.02080910458407,4000.0,2068.4647302904564,552.4940617577197,0.0,1.0953208274959836,2,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.05054555984615539,0.02430072792234622,66.80420381825694
MSK_0035,ТАО,жилой массив,55.19872029701931,37.11704221364449,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0036,НАО,жилой массив,55.5030830779112,37.23389717272805,4000.0,2000.0,550.0,0.0,0.2853486813311787,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.01316793078993972,0.005267172315975888,61.47480824847325
MSK_0037,НАО,транспортный хаб,55.60422286776053,37.24561367029654,4000.0,2068.4647302904564,552.4940617577197,0.0,4.8727132814086564,12,0.1,0.05,0.22,2.0,1,3.308893592377024,0,0.2,0.22486016388609262,0.11301391131047302,91.64389516693245
MSK_0038,ТАО,жилой массив,55.43373783316709,36.994279005301365,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0039,ТАО,жилой массив,55.21151580373087,36.98646908217481,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0040,ТАО,жилой массив,55.25448362178931,37.345500066634244,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0041,ТАО,жилой массив,55.50194014416777,37.35239199942064,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0042,ЦАО,деловой кластер,55.780853618514975,37.67800867314718,6198.840762211299,7408.7136929460585,672.209026128266,0.0,10.435983149326413,2,0.1,0.05,0.22,9.179487179487179,20,7.65707403042295,0,0.20074977134387584,0.48158730993333704,0.2397170150004796,127.12076420013429
MSK_0043,НАО,деловой кластер,55.514571822198086,37.56430625587397,8639.271627210837,4670.124481327801,622.3277909738717,0.0,5.671940082769449,9,0.1,0.05,0.22,2.717948717948718,11,1.0,0,0.20158192124792193,0.26174192957951586,0.19190836771037767,113.73434295890576
MSK_0044,ЮВАО,деловой кластер,55.67813707858726,37.78455327330539,4000.0,4053.941908713693,612.3515439429929,0.0,7.255298644953086,7,0.1,0.05,0.22,2.0,8,1.0,0,0.2,0.33480887302999,0.15434057918884436,103.21536217287643
MSK_0045,ВАО,деловой кластер,55.79743180481646,37.81976124037076,14889.630838149931,5834.0248962655605,674.7030878859857,2.248373063758404,13.283500302771305,38,0.1,0.05,0.22,11.333333333333332,17,1.0,0,0.20371319892197212,0.9491280599496846,0.6112499820287343,231.1499949680456
MSK_0046,ТАО,жилой массив,55.28867494343966,37.082694035905895,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0047,НАО,жилой массив,55.493848257886334,37.15221659458072,4000.0,2000.0,550.0,0.0,0.9983066198273834,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.04606866383857121,0.018427465535428483,65.15969034991997
MSK_0048,СЗАО,транспортный хаб,55.81517577203329,37.41137490910799,6422.2841019653415,2342.3236514522823,559.9762470308789,1.413997029867294,9.396030345819963,8,0.1,0.07045454545454546,0.22,5.589743589743589,5,1.0,0,0.21787141667858928,0.6449926023393373,0.30866963277626364,146.4274971773538
MSK_0049,ТАО,жилой массив,55.492242956283526,36.928004561669965,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0050,НАО,транспортный хаб,55.51318529705102,37.540735319610384,5548.448194819453,2273.8589211618255,559.9762470308789,0.0,1.9005345178177029,17,0.1,0.05,0.22,2.717948717948718,0,1.0,0,0.2005279973447392,0.08770360135454562,0.08914604000321724,84.96089120090083
MSK_0051,ТАО,транспортный хаб,55.30763453741857,37.1862823386005,4646.4958470606325,2205.394190871369,554.9881235154394,0.0,2.1049039605906152,6,0.1,0.05,0.22,2.0,0,1.0,0,0.20022044527661628,0.09713459877656949,0.0594362604603014,76.6421529288844
MSK_0052,САО,транспортный хаб,55.83206060111255,37.55282539847309,4277.2753502955275,2205.394190871369,557.4821852731592,0.6826909848988456,14.914417359412637,16,0.1,0.15227272727272728,0.22,4.871794871794872,4,1.0,0,0.2853218194155039,0.7903166191710153,0.36128577879009,161.1600180612252
MSK_0053,НАО,жилой массив,55.62318083095111,37.35021300755488,5170.825377664047,2000.0,550.0,0.0,5.016451916868021,0,0.1,0.05,0.22,2.0,3,1.0,0,0.20039923369256277,0.23149324308848973,0.10820830227091652,90.29832463585663
MSK_0054,ЗАО,деловой кластер,55.646107176792796,37.383205540091716,10293.22337857822,5560.165975103735,679.6912114014251,0.0,13.561714881050733,11,0.1,0.05,0.22,14.205128205128204,37,1.0,0,0.20214589370497305,0.6258298517921312,0.3699495144455206,163.58586404474576
MSK_0055,ЮВАО,деловой кластер,55.687214131489355,37.72393836695014,11507.420223352958,5286.307053941909,662.2327790973872,0.14435508949085146,13.212256222292108,18,0.1,0.05,0.22,9.179487179487179,10,1.0,0,0.2025599164098828,0.6312848667075365,0.39961670150967643,171.8926764227094
MSK_0056,ТАО,деловой кластер,55.36868259814279,37.22616982670276,4537.587497973251,2068.4647302904564,552.4940617577197,0.0,0.4117218308071535,0,0.1,0.05,0.22,2.717948717948718,0,1.0,0,0.2001833091816985,0.01899964824608245,0.015052728234196672,64.21476390557507
MSK_0057,СВАО,транспортный хаб,55.87504522668991,37.571952741511005,10396.790913661342,2753.1120331950206,569.9524940617578,0.0,6.868105120566925,14,0.1,0.05,0.22,6.307692307692308,3,1.0,0,0.2021812086633346,0.3169411278291198,0.2409295601637746,127.46027684585688
MSK_0058,НАО,деловой кластер,55.54367559174972,37.48987413069994,15466.61870424463,7545.643153526971,739.5486935866984,2.345342713196412,24.642191804122184,18,0.1,0.05,0.22,4.871794871794872,149,1.0,0,0.20390994303150317,1.0,0.6087281724182817,230.44388827711887
MSK_0059,ТАО,жилой массив,55.379247806809595,37.33111164607188,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0060,ЮАО,деловой кластер,55.621348931521304,37.67145790812673,7970.838731478803,7751.03734439834,737.0546318289787,0.0,27.78319179697154,39,0.1,0.11136363636363636,0.22,5.589743589743589,21,1.0,0,0.2524903594068536,1.0,0.5545091851764996,215.26257184941988
MSK_0061,ТАО,транспортный хаб,55.25512823069539,37.286593906459586,4057.336137284961,2000.0,550.0,0.0,0.6438958860706026,5,0.1,0.05,0.22,2.0,0,1.0,0,0.2000195507530348,0.029713739780223652,0.02214364862863156,66.20022161601683
MSK_0062,ТАО,жилой массив,55.52545258296804,37.32597958367979,4000.0,2000.0,550.0,0.0,0.8881681895427681,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.040986126850719534,0.016394450740287815,64.59044620728059
MSK_0063,НАО,жилой массив,55.52022287712527,37.17270079065022,4000.0,2000.0,550.0,0.0,2.25396095125239,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.1040131030949859,0.04160524123799436,71.64946754663842
MSK_0064,ЮАО,деловой кластер,55.57487684739907,37.66459594931612,6399.988012804262,3848.5477178423234,592.3990498812352,0.0,14.890601571635722,25,0.1,0.05,0.22,4.871794871794872,4,5.0159236997964145,0,0.20081835950495866,0.6871537306608267,0.35917529256614655,160.56908191852102
MSK_0065,ТАО,жилой массив,55.25399382399529,37.063406888098044,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0066,ТАО,жилой массив,55.41797597566559,37.279377317031525,4000.0,2000.0,550.0,0.0,0.9491518234361456,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.043800326890757614,0.017520130756303046,64.90563661176485
MSK_0067,НАО,транспортный хаб,55.581276250422405,37.21276892301194,4000.0,2000.0,550.0,0.0,0.1849787608121918,4,0.1,0.05,0.22,2.0,0,6.780839472089615,0,0.2,0.008536179345986727,0.01100940844725545,63.08263436523153
MSK_0068,ТАО,жилой массив,55.39944721489115,37.45873863381475,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0069,ТАО,транспортный хаб,55.26032200571266,37.097878361883396,4000.0,2000.0,550.0,0.0,0.9874114587401119,8,0.1,0.05,0.22,2.0,0,3.7189173961999704,0,0.2,0.04556588693253068,0.03341622819073379,69.35654389340546
MSK_0070,ТАО,жилой массив,55.30989101351899,37.291992732197386,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0071,ТАО,деловой кластер,55.4790200427599,37.31953980622986,4000.0,2136.9294605809127,554.9881235154394,0.0,3.197911742755352,0,0.1,0.05,0.22,2.0,2,3.6686529942397677,0,0.2,0.14757341896409473,0.059599438844545265,76.68784287647267
MSK_0072,СВАО,деловой кластер,55.834232479483774,37.66023437413999,19446.070173445787,7134.854771784232,727.0783847980997,0.09055955968278298,23.172669243157937,40,0.9,0.07045454545454546,0.22,5.589743589743589,9,3.5665762093798907,2,0.22231233016035726,1.0,0.7041799536378841,257.1703870186076
MSK_0073,ТАО,жилой массив,55.40983719747254,37.07974404877781,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0074,ЮВАО,деловой кластер,55.73157716602652,37.76694578232994,9456.76927692197,5560.165975103735,669.7149643705463,0.0,9.254163524658813,12,0.1,0.05,0.22,4.153846153846154,12,1.0,0,0.20186067554517392,0.42705010670808735,0.28004348671588686,138.4121762804483
MSK_0075,ВАО,деловой кластер,55.756551988467955,37.76428728477229,4671.622866754602,3095.435684647303,579.9287410926365,0.0,3.673274453542833,6,0.1,0.05,0.22,3.435897435897436,12,2.9433500044422356,0,0.20022901320915934,0.16950989067500757,0.09157176044346638,85.64009292417059
MSK_0076,ТАО,жилой массив,55.343893324066315,37.0289126734287,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0077,ТАО,жилой массив,55.37563235865787,37.00146505170096,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0078,НАО,жилой массив,55.53776204259737,37.253471662260466,4000.0,2000.0,550.0,0.0,5.097028318295802,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.2352115868087188,0.09408463472348752,86.34369772257651
MSK_0079,ЗАО,транспортный хаб,55.63435379986745,37.39644343477187,4000.0,2136.9294605809127,554.9881235154394,0.0,4.195205626207739,7,0.1,0.05,0.22,2.0,1,1.0,0,0.2,0.19359534825168712,0.09129934980008854,85.56381794402479
MSK_0080,ЦАО,деловой кластер,55.723960194528345,37.564878307562815,15828.737728684733,12406.639004149378,886.6983372921616,0.3674551717784862,29.952306098654457,24,2.1,0.05,0.22,14.205128205128204,30,1.0,5,0.2040334201255536,1.0,0.6417659332785414,239.6944613179916
MSK_0081,ТАО,жилой массив,55.264643114672495,37.1678739129391,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0082,СЗАО,деловой кластер,55.79110210835472,37.49769211991849,13828.765679778586,9325.726141078838,794.4180522565321,0.258834942106098,13.408536241908779,26,0.5,0.05,0.22,12.051282051282051,16,1.0,1,0.20335145999611046,0.6574575632516328,0.4713338146584234,191.97346810435855
MSK_0083,НАО,транспортный хаб,55.59907519050221,37.436120672558424,4651.709686625175,2000.0,550.0,0.0,3.3981684809858055,2,0.1,0.05,0.22,2.717948717948718,3,1.0,0,0.20022222311681473,0.15681462819953254,0.07521278212257906,81.05957899432214
MSK_0084,ТАО,жилой массив,55.381396166636435,36.89481959527793,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0085,ТАО,жилой массив,55.458648866032966,37.19188582907303,4000.0,2000.0,550.0,0.0,5.563648851205525,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.25674463491623306,0.10269785396649322,88.7553991106181
MSK_0086,НАО,университетский квартал,55.54367574748515,37.14621467485718,6688.204586657275,2000.0,550.0,0.0,6.152187020821114,0,0.1,0.07045454545454546,0.22,4.153846153846154,33,1.0,0,0.21796209152990095,0.28390379278786637,0.1514496994826981,102.40591585515547
MSK_0087,ЮАО,деловой кластер,55.580448548953754,37.61643407720288,4247.02631116451,2136.9294605809127,554.9881235154394,0.0,3.005538936885912,2,0.1,0.05,0.22,2.0,2,7.343229397714765,0,0.20008423222476024,0.13869602804103912,0.06313963497861352,77.6790977940118
MSK_0088,ТАО,жилой массив,55.26622603587497,36.99145437925886,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0089,ТАО,жилой массив,55.441479676323965,37.25299319115772,4000.0,2000.0,550.0,2.3265227651957003,1.2366915456289607,0,0.1,0.05,0.22,4.153846153846154,0,1.0,0,0.2,0.40488984945119383,0.16195593978047754,105.3476631385337
MSK_0090,НАО,жилой массив,55.5426382083815,37.26474083841246,4000.0,2000.0,550.0,0.0,3.363053620428769,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.15519418947398336,0.06207767578959335,77.38174922108614
MSK_0091,ТАО,жилой массив,55.47301288091686,36.824301808950324,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0092,ТАО,жилой массив,55.44028742681959,37.371330284403655,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0093,НАО,транспортный хаб,55.60368546526368,37.304997996183026,4000.0,2000.0,550.0,0.0,2.5571983112395738,2,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.11800653930295263,0.051000084075611435,74.2800235411712
MSK_0094,ТАО,транспортный хаб,55.35225344884529,37.369625368990846,4000.0,2000.0,550.0,0.0,0.0,4,0.1,0.05,0.22,2.0,1,1.0,0,0.2,0.0,0.007594936708860759,62.12658227848101
MSK_0095,ТАО,жилой массив,55.19926851917442,37.058325507743355,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0096,ТАО,жилой массив,55.50132531212716,37.411681120002505,4000.0,2000.0,550.0,0.0,4.876571724509262,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.22503821871875795,0.09001528748750319,85.2042804965009
MSK_0097,ТАО,жилой массив,55.432276673537295,37.17141654112359,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,7.220288777845493,0,0.2,0.0,0.0,60.0
MSK_0098,ТАО,жилой массив,55.47292040860384,37.4267601383138,4000.0,2000.0,550.0,0.0,0.4845870148127623,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.022362143897038313,0.008944857558815326,62.50456011646829
MSK_0099,СВАО,жилой массив,55.94154393735946,37.564526650141495,4000.0,2000.0,550.0,0.0,4.447388202313762,0,0.1,0.05,0.22,2.0,1,1.0,0,0.2,0.20523276915407693,0.08209310766163078,82.98607014525662
MSK_0100,СЗАО,деловой кластер,55.85869224942016,37.370510377795114,6437.169124337735,4190.871369294606,629.8099762470309,0.0,14.267328829786175,4,0.1,0.05,0.22,2.717948717948718,21,1.0,0,0.20083103769996047,0.6583916831558465,0.31256833843822035,147.5191347627017
MSK_0101,ТАО,жилой массив,55.38638268295344,37.106167446318125,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0102,НАО,деловой кластер,55.5503875054225,37.3230785555891,11759.23214584942,2616.182572614108,572.4465558194775,0.0,6.314805149698307,4,0.1,0.05,0.22,4.153846153846154,3,1.0,0,0.20264578045551032,0.29140810034679676,0.23017992612398824,124.45037931471671
MSK_0103,ТАО,жилой массив,55.28570088924296,37.377245662190546,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0104,ВАО,деловой кластер,55.809967595976275,37.746622878912845,5510.227926918597,2684.647302904564,567.458432304038,0.0,4.340464386689581,0,0.1,0.05,0.22,2.0,11,4.3974350480478215,0,0.20051496481317993,0.2002985763715233,0.10225105231369971,88.63029464783592
MSK_0105,ЦАО,деловой кластер,55.766287630391034,37.6437525125875,12709.750181541143,24524.896265560168,1051.3064133016628,1.9394192391039242,25.477445824451912,40,2.1,0.13181818181818183,0.22,14.205128205128204,81,3.3689368850630586,5,0.27115171086830336,1.0,0.6575533492111644,244.11493777912602
MSK_0106,ТАО,жилой массив,55.30705164153716,37.24521433470819,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0107,СВАО,деловой кластер,55.81339186542381,37.59076823835986,13754.225686440566,6997.925311203319,699.6437054631829,1.2806216834025743,18.02185345062554,22,0.9,0.05,0.22,11.333333333333332,34,1.0,2,0.20332604298914114,1.0,0.5889306321518293,224.9005770025122
MSK_0108,НАО,жилой массив,55.61143066482424,37.363449292358666,4292.922856118261,2000.0,550.0,0.0,3.18518506933519,0,0.1,0.05,0.22,2.0,1,5.263424793678096,0,0.20009988225034672,0.1469861236102103,0.06270008752566093,77.55602450718506
MSK_0109,ВАО,транспортный хаб,55.70718358080355,37.85313183350435,4831.36193288362,3163.9004149377593,584.916864608076,0.0,8.57548523480304,26,0.5,0.05,0.22,2.717948717948718,15,5.090835750374162,1,0.20028348180749503,0.3957312700211102,0.22273492120017216,122.3657779360482
MSK_0110,ЗАО,деловой кластер,55.76875805757282,37.40478870940496,9373.123995835025,4190.871369294606,617.3396674584324,1.7130397802823578,12.433295010804107,18,0.1,0.05,0.22,8.461538461538462,9,1.0,0,0.20183215377320787,0.8298602475969786,0.4454589295017146,184.72850026048008
MSK_0111,ТАО,жилой массив,55.31992746106307,37.114197907805845,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
